formula,aic,rSquare,warn
route ~ + children + income + lights + maritalStatus + travelTime,44.00470625,0.37609,
route ~ + age + children + income + modelYear + sex,52.78772829,0.20487,
route ~ + children + lights + origin + seatBelts,42.54223091,0.36561,
route ~ + children + income + lights + origin,42.58342801,0.3648,
route ~ + lights + maritalStatus + seatBelts + sex,42.25080405,0.37129,
route ~ + age + maritalStatus + modelYear + passengers + seatBelts,50.98488575,0.24001,
route ~ + age + modelYear + sex,51.18269113,0.15818,
route ~ + lights + maritalStatus + seatBelts,41.30819648,0.35067,
route ~ + age + children + modelYear + passengers + seatBelts,50.80281334,0.24356,
route ~ + age + children + modelYear + passengers,49.62497179,0.22753,
route ~ + children + lights + modelYear + passengers + seatBelts,40.67503604,0.441,
route ~ + children + lights + seatBelts,41.35147788,0.34983,
route ~ + lights + passengers,38.46839805,0.36705,
route ~ + lights + maritalStatus + passengers,40.09036582,0.37442,
route ~ + income + lights + passengers + seatBelts + sex,42.90084252,0.3976,
route ~ + lights + maritalStatus + passengers + sex,41.09250479,0.39387,
route ~ + income + lights + passengers + sex,41.12352791,0.39326,
route ~ + age + maritalStatus + modelYear + seatBelts,52.375069,0.17392,
route ~ + age + children + income + modelYear + passengers,50.96978319,0.24031,
route ~ + age + children + modelYear + origin,51.73484589,0.1864,
route ~ + children + lights + passengers + sex,41.14979212,0.39275,
route ~ + lights + maritalStatus + passengers + seatBelts + sex,42.93919028,0.39686,
route ~ + children + lights + maritalStatus + origin + seatBelts,44.39179679,0.36854,
route ~ + lights + passengers + seatBelts,40.22997973,0.37169,
route ~ + children + income + lights + origin + passengers,43.35434437,0.38876,
route ~ + income + lights + passengers + seatBelts,42.04129551,0.37537,
route ~ + children + income + lights + seatBelts + sex,44.2027075,0.37223,
route ~ + income + lights + maritalStatus + seatBelts + sex,44.20461485,0.37219,
route ~ + age + income + modelYear + seatBelts + sex,53.44394533,0.19207,
route ~ + income + lights + maritalStatus + seatBelts,43.19946383,0.35279,
route ~ + age + income + modelYear + sex,52.24886964,0.17638,
route ~ + lights + maritalStatus + passengers + seatBelts,41.93475719,0.37745,
route ~ + children + lights + passengers + seatBelts + sex,42.98714119,0.39592,
route ~ + age + income + maritalStatus + modelYear + seatBelts,53.5322902,0.19035,
route ~ + income + lights + maritalStatus,41.49941685,0.34695,
route ~ + children + lights + maritalStatus + passengers + sex,43.06496498,0.39441,
route ~ + income + lights + maritalStatus + passengers + seatBelts,43.77756641,0.38051,
route ~ + children + lights + maritalStatus + seatBelts + sex,44.23760655,0.37155,
route ~ + children + income + lights + sex,42.45295507,0.36735,
route ~ + children + lights + origin + passengers,41.58757933,0.38422,
route ~ + children + lights + origin + passengers + seatBelts,43.3744066,0.38837,
route ~ + children + income + lights + seatBelts,43.24305371,0.35194,
route ~ + income + lights + maritalStatus + sex,42.45298531,0.36735,
route ~ + age + children + modelYear + origin + seatBelts,53.11775132,0.19843,
route ~ + income + lights + maritalStatus + passengers + sex,43.06919485,0.39432,
route ~ + age + income + maritalStatus + modelYear,52.31898341,0.17501,
route ~ + children + lights + maritalStatus + passengers,42.04698048,0.37526,
route ~ + income + lights + maritalStatus + passengers,42.03564961,0.37548,
route ~ + children + income + lights + passengers + sex,43.11621632,0.39341,
route ~ + age + income + modelYear + travelTime,52.35476473,0.17432,
route ~ + children + lights + maritalStatus + sex,42.4621123,0.36717,
route ~ + age + income + modelYear + passengers,50.20336952,0.21626,
route ~ + age + children + modelYear + passengers + sex,51.3731432,0.23244,
route ~ + age + maritalStatus + modelYear + seatBelts + sex,53.84401328,0.18427,
route ~ + age + children + modelYear + travelTime,51.76240492,0.18586,
route ~ + age + income + maritalStatus + modelYear + passengers,51.54259844,0.22914,
route ~ + children + income + lights + maritalStatus + passengers,43.9564394,0.37703,
route ~ + age + children + income + modelYear + travelTime,53.00054099,0.20072,
route ~ + income + lights + passengers,40.39794155,0.36842,
route ~ + age + children + income + modelYear + origin,53.0007665,0.20071,
route ~ + age + children + modelYear + seatBelts + travelTime,53.14327036,0.19793,
route ~ + age + children + income + maritalStatus + modelYear,53.00094026,0.20071,
route ~ + age + children + maritalStatus + modelYear,51.76259497,0.18586,
route ~ + age + children + maritalStatus + modelYear + seatBelts,53.13341246,0.19813,
route ~ + age + modelYear + passengers + seatBelts,50.26836027,0.21499,
route ~ + children + lights + maritalStatus,41.53268207,0.3463,
route ~ + children + lights + maritalStatus + passengers + seatBelts,43.91241044,0.37788,
route ~ + age + maritalStatus + modelYear,51.41907199,0.15357,
route ~ + age + income + modelYear + passengers + seatBelts,51.55356674,0.22892,
route ~ + children + lights + passengers + seatBelts,42.21242046,0.37204,
route ~ + age + children + modelYear + sex + travelTime,53.33076296,0.19428,
route ~ + children + income + lights + passengers + seatBelts,44.03913639,0.37541,
route ~ + age + children + maritalStatus + modelYear + passengers,51.37448337,0.23242,
route ~ + age + income + modelYear + origin,52.40996774,0.17324,
route ~ + children + lights + maritalStatus + seatBelts,43.30214914,0.35079,
route ~ + children + income + lights,41.6105548,0.34478,
route ~ + age + children + modelYear + origin + sex,53.336794,0.19416,
route ~ + age + maritalStatus + modelYear + passengers,50.47445343,0.21097,
route ~ + age + income + modelYear + origin + seatBelts,53.72212689,0.18665,
route ~ + children + lights + passengers,40.45988936,0.36721,
route ~ + children + income + lights + maritalStatus + seatBelts,45.19874425,0.35281,
route ~ + children + income + lights + maritalStatus + sex,44.45295423,0.36735,
route ~ + age + modelYear + passengers + seatBelts + sex,51.92250688,0.22173,
route ~ + age + income + modelYear + seatBelts + travelTime,53.73564093,0.18639,
route ~ + age + children + maritalStatus + modelYear + sex,53.34422109,0.19402,
route ~ + children + income + lights + maritalStatus,43.49765427,0.34698,
route ~ + children + income + lights + passengers,42.39704756,0.36844,
route ~ + age + children + modelYear + passengers + travelTime,51.62003266,0.22763,
route ~ + age + income + modelYear + origin + passengers,52.10248238,0.21822,
route ~ + age + children + modelYear + origin + passengers,51.62392085,0.22755,
route ~ + age + modelYear + passengers,49.36327547,0.19365,
route ~ + age + income + modelYear + passengers + travelTime,52.10270341,0.21822,
route ~ + age + income + modelYear + passengers + sex,52.08234077,0.21862,
route ~ + age + modelYear + travelTime,51.56456306,0.15073,
route ~ + age + modelYear + passengers + seatBelts + travelTime,52.16445284,0.21702,
route ~ + age + modelYear + seatBelts + travelTime,52.71494764,0.1673,
route ~ + age + modelYear + origin + seatBelts + sex,54.14635965,0.17838,
route ~ + age + income + maritalStatus + modelYear + sex,54.13140559,0.17867,
route ~ + age + maritalStatus + modelYear + sex,53.00325221,0.16167,
route ~ + age + modelYear + seatBelts + sex + travelTime,54.1520104,0.17827,
route ~ + age + income + modelYear + origin + sex,54.18465551,0.17763,
route ~ + age + income + maritalStatus + modelYear + travelTime,54.22193858,0.17691,
route ~ + age + maritalStatus + modelYear + passengers + sex,52.34774552,0.21344,
route ~ + age + income + modelYear + sex + travelTime,54.17591833,0.1778,
route ~ + age + maritalStatus + modelYear + origin + passengers,52.4102486,0.21222,
route ~ + age + maritalStatus + modelYear + passengers + travelTime,52.40428042,0.21234,
route ~ + age + modelYear + origin + passengers + seatBelts,52.24682417,0.21541,
route ~ + age + modelYear + passengers + sex,51.07941694,0.19918,
route ~ + age + income + maritalStatus + modelYear + origin,54.27649028,0.17584,
route ~ + age + modelYear + origin + seatBelts,52.74439476,0.16672,
route ~ + age + children + modelYear + origin + travelTime,53.73246668,0.18645,
route ~ + age + income + modelYear + origin + travelTime,54.30922647,0.1752,
route ~ + age + maritalStatus + modelYear + seatBelts + travelTime,54.36323494,0.17415,
route ~ + age + children + maritalStatus + modelYear + origin,53.73196741,0.18646,
route ~ + age + maritalStatus + modelYear + origin + seatBelts,54.37505367,0.17392,
route ~ + age + children + income,53.49444167,0.11311,
route ~ + age + income,52.62001452,0.09117,
route ~ + age + modelYear + passengers + travelTime,51.23083888,0.19623,
route ~ + age + modelYear + sex + travelTime,53.1455808,0.1589,
route ~ + age + children + maritalStatus + modelYear + travelTime,53.76003185,0.18591,
route ~ + age + children + maritalStatus,53.63104459,0.11045,
route ~ + age + modelYear + origin + sex,53.16657055,0.15849,
route ~ + age + modelYear + origin,51.64383427,0.14919,
route ~ + age + modelYear + passengers + sex + travelTime,53.00107839,0.20071,
route ~ + age + modelYear + origin + passengers + sex,53.02390419,0.20026,
route ~ + age + maritalStatus + modelYear + travelTime,53.35165263,0.15488,
route ~ + age + modelYear + origin + passengers,51.32385533,0.19441,
route ~ + age + children + passengers,51.20710302,0.1577,
route ~ + age + children + income + maritalStatus,55.14519303,0.11992,
route ~ + age + children + income + passengers,52.74075922,0.16679,
route ~ + age + maritalStatus + modelYear + sex + travelTime,54.97459855,0.16223,
route ~ + age + modelYear + origin + passengers + travelTime,53.19545234,0.19692,
route ~ + age + maritalStatus + modelYear + origin + sex,54.99189669,0.1619,
route ~ + age + modelYear + origin + seatBelts + travelTime,54.71397286,0.16731,
route ~ + age + children + income + origin + passengers,54.51397123,0.17121,
route ~ + age + maritalStatus + modelYear + origin,53.41877007,0.15357,
route ~ + children + modelYear,52.92394466,0.08524,
route ~ + age + children + seatBelts,53.78080793,0.10753,
route ~ + age + modelYear + origin + sex + travelTime,55.1293824,0.15922,
route ~ + age + children + passengers + seatBelts,53.03441759,0.16107,
route ~ + age + income + origin + passengers,53.27362063,0.1564,
route ~ + age + children + travelTime,53.82071714,0.10675,
route ~ + age + children + origin + passengers,53.0636105,0.1605,
route ~ + age + income + passengers,51.6355633,0.14935,
route ~ + maritalStatus + modelYear,52.91813299,0.08536,
route ~ + maritalStatus + modelYear + passengers + seatBelts,53.9637731,0.14295,
route ~ + modelYear + seatBelts,52.88519937,0.086,
route ~ + age + modelYear + origin + travelTime,53.562383,0.15078,
route ~ + age + children + income + passengers + travelTime,54.69494875,0.16769,
route ~ + age + children + income + maritalStatus + origin,56.99933282,0.12276,
route ~ + age + children + maritalStatus + sex,55.4705703,0.11358,
route ~ + age + children + passengers + sex,53.13660703,0.15908,
route ~ + age + children + income + passengers + seatBelts,54.69253831,0.16773,
route ~ + age + children + origin + passengers + seatBelts,54.88591235,0.16396,
route ~ + age + children + sex,53.8382438,0.10641,
route ~ + age + children + income + origin,55.36875166,0.11556,
route ~ + age + children + passengers + travelTime,53.17292418,0.15837,
route ~ + age + income + maritalStatus + origin + passengers,55.13634449,0.15908,
route ~ + age + children + income + passengers + sex,54.72697064,0.16706,
route ~ + age + maritalStatus + modelYear + origin + travelTime,55.3512175,0.15489,
route ~ + age + income + origin,54.31892228,0.09704,
route ~ + maritalStatus + modelYear + passengers,52.53511365,0.13181,
route ~ + modelYear + sex,52.96271771,0.08449,
route ~ + maritalStatus + modelYear + origin + passengers + seatBelts,55.82327864,0.14569,
route ~ + age + income + origin + passengers + seatBelts,55.16360532,0.15855,
route ~ + age + children + income + maritalStatus + travelTime,57.07424655,0.1213,
route ~ + maritalStatus + modelYear + seatBelts,54.37433654,0.09596,
route ~ + age + children + origin,53.86879664,0.10581,
route ~ + age + children + passengers + seatBelts + travelTime,54.98883698,0.16196,
route ~ + age + children + origin + passengers + sex,54.98121738,0.1621,
route ~ + age + children + income + maritalStatus + passengers,54.7404205,0.1668,
route ~ + age + children + income + travelTime,55.42021403,0.11456,
route ~ + age + children + passengers + seatBelts + sex,54.97908986,0.16215,
route ~ + age + income + maritalStatus + passengers,53.49351329,0.15212,
route ~ + age + children + maritalStatus + travelTime,55.54693017,0.11209,
route ~ + age + children + passengers + sex + travelTime,55.06793697,0.16041,
route ~ + age + children + origin + passengers + travelTime,55.02874492,0.16118,
route ~ + age + children + income + maritalStatus + sex,57.08800743,0.12103,
route ~ + age + children + maritalStatus + seatBelts,55.52492097,0.11252,
route ~ + age + income + origin + passengers + sex,55.23371051,0.15718,
route ~ + age + children + maritalStatus + sex + travelTime,57.31680903,0.11657,
route ~ + age + income + origin + passengers + travelTime,55.26402693,0.15659,
route ~ + age + children + income + seatBelts,55.42674018,0.11443,
route ~ + maritalStatus + modelYear + passengers + seatBelts + sex,55.86412792,0.14489,
route ~ + age + children + maritalStatus + origin,55.57353406,0.11157,
route ~ + age + children + income + maritalStatus + seatBelts,57.10902562,0.12062,
route ~ + age + children + maritalStatus + passengers,53.20679581,0.15771,
route ~ + age + income + passengers + seatBelts,53.55004909,0.15102,
route ~ + age + children + seatBelts + travelTime,55.64588764,0.11016,
route ~ + age + children + maritalStatus + passengers + seatBelts,55.03133458,0.16113,
route ~ + age + children + maritalStatus + origin + passengers,55.06273656,0.16052,
route ~ + age + income + passengers + sex,53.59146201,0.15021,
route ~ + age + income + maritalStatus + passengers + seatBelts,55.38960015,0.15414,
route ~ + age + children + sex + travelTime,55.68924549,0.10931,
route ~ + maritalStatus + modelYear + passengers + seatBelts + travelTime,55.95851184,0.14305,
route ~ + income + maritalStatus + modelYear + passengers + seatBelts,55.95936809,0.14304,
route ~ + modelYear + seatBelts + sex,54.48747586,0.09375,
route ~ + age + children + maritalStatus + passengers + sex,55.13354764,0.15913,
route ~ + age + children + income + sex,55.47990565,0.11339,
route ~ + age + children + maritalStatus + origin + sex,57.39372708,0.11507,
route ~ + age + maritalStatus + origin + passengers + seatBelts,55.7327003,0.14745,
route ~ + age + income + passengers + travelTime,53.63257545,0.14941,
route ~ + maritalStatus + modelYear + passengers + sex,54.39622545,0.13452,
route ~ + children + maritalStatus + modelYear + passengers + seatBelts,55.96218457,0.14298,
route ~ + age + children + income + origin + travelTime,57.29515001,0.117,
route ~ + age + children + maritalStatus + passengers + travelTime,55.17219056,0.15838,
route ~ + age + maritalStatus + passengers + seatBelts,53.98462973,0.14254,
route ~ + age + children + maritalStatus + seatBelts + sex,57.38571139,0.11523,
route ~ + age + income + maritalStatus + passengers + travelTime,55.48581939,0.15227,
route ~ + age + children + maritalStatus + seatBelts + travelTime,57.41194764,0.11472,
route ~ + age + passengers,50.51495228,0.13221,
route ~ + maritalStatus + modelYear + origin + passengers,54.47242441,0.13303,
route ~ + age + income + maritalStatus + passengers + sex,55.4745195,0.15249,
route ~ + children + modelYear + seatBelts,54.54433512,0.09264,
route ~ + age + origin + passengers + seatBelts,54.00003083,0.14224,
route ~ + age + children + income + origin + seatBelts,57.29180292,0.11706,
route ~ + age + income + passengers + seatBelts + sex,55.50053067,0.15198,
route ~ + age + income + origin + seatBelts,56.12048597,0.10091,
route ~ + age + passengers + seatBelts,52.24670878,0.13743,
route ~ + children + modelYear + sex,54.58949465,0.09176,
route ~ + age + income + seatBelts,54.45509918,0.09438,
route ~ + age + children + income + seatBelts + travelTime,57.32577115,0.1164,
route ~ + age + origin + passengers + seatBelts + sex,55.82216644,0.14571,
route ~ + age + maritalStatus + origin + passengers,54.05561173,0.14116,
route ~ + income + maritalStatus + modelYear + passengers,54.4959295,0.13258,
route ~ + age + origin + passengers,52.2799366,0.13679,
route ~ + modelYear + passengers + seatBelts + sex,54.76206076,0.12739,
route ~ + age + children + seatBelts + sex + travelTime,57.52178195,0.11258,
route ~ + age + maritalStatus + passengers,52.29592377,0.13648,
route ~ + age + children + origin + seatBelts,55.72657706,0.10859,
route ~ + age + children + seatBelts + sex,55.71431795,0.10882,
route ~ + age + origin + passengers + sex,54.07976572,0.14069,
route ~ + age + income + passengers + seatBelts + travelTime,55.54653536,0.15108,
route ~ + age + income + passengers + sex + travelTime,55.57928139,0.15045,
route ~ + maritalStatus + modelYear + origin + passengers + sex,56.31510529,0.1361,
route ~ + age + children + maritalStatus + origin + seatBelts,57.4626933,0.11373,
route ~ + maritalStatus + modelYear + seatBelts + sex,56.13253051,0.10067,
route ~ + age + children + maritalStatus + origin + travelTime,57.49300824,0.11314,
route ~ + age + seatBelts,53.10668022,0.08168,
route ~ + children + maritalStatus + modelYear + passengers,54.49841946,0.13253,
route ~ + age + passengers + seatBelts + sex,54.09060896,0.14048,
route ~ + age + children + income + origin + sex,57.3508359,0.11591,
route ~ + age + children + income + sex + travelTime,57.38225888,0.1153,
route ~ + children + modelYear + passengers + seatBelts + sex,56.55273168,0.13147,
route ~ + age + children + origin + travelTime,55.77827271,0.10758,
route ~ + age + passengers + sex,52.33595875,0.13569,
route ~ + modelYear + origin + passengers + seatBelts + sex,56.62825023,0.13,
route ~ + modelYear + passengers + seatBelts,53.1408876,0.12,
route ~ + children + modelYear + passengers + seatBelts,54.86705593,0.12534,
route ~ + age + maritalStatus + origin + passengers + sex,55.92985318,0.14361,
route ~ + age + maritalStatus + passengers + seatBelts + sex,55.90539414,0.14409,
route ~ + age + children + origin + sex,55.77825728,0.10758,
route ~ + maritalStatus + modelYear + passengers + travelTime,54.53312078,0.13185,
route ~ + children + modelYear + passengers + sex,54.93435046,0.12403,
route ~ + income + maritalStatus + modelYear + origin + passengers,56.4209845,0.13404,
route ~ + age + children + origin + seatBelts + travelTime,57.5922112,0.1112,
route ~ + children + modelYear + passengers,53.26828453,0.11752,
route ~ + maritalStatus + modelYear + sex,54.64091847,0.09076,
route ~ + children + modelYear + seatBelts + sex,56.22781398,0.09881,
route ~ + age + maritalStatus + passengers + seatBelts + travelTime,55.9794378,0.14264,
route ~ + income + modelYear,53.21230264,0.07962,
route ~ + age + children + origin + sex + travelTime,57.63044984,0.11046,
route ~ + modelYear + passengers + sex,53.23687499,0.11813,
route ~ + age + income + maritalStatus + origin,56.26631683,0.09806,
route ~ + children + maritalStatus + modelYear + passengers + sex,56.36376005,0.13515,
route ~ + age + sex,53.1489595,0.08086,
route ~ + age + children + income + seatBelts + sex,57.41121955,0.11473,
route ~ + income + maritalStatus + modelYear + passengers + sex,56.38392766,0.13476,
route ~ + age + maritalStatus + passengers + sex,54.18798595,0.13858,
route ~ + maritalStatus + modelYear + origin + seatBelts,56.31650517,0.09708,
route ~ + age + origin + passengers + seatBelts + travelTime,55.99923059,0.14226,
route ~ + age + income + maritalStatus,54.58378659,0.09187,
route ~ + maritalStatus + modelYear + passengers + sex + travelTime,56.39619869,0.13452,
route ~ + age + origin + passengers + sex + travelTime,56.07091345,0.14086,
route ~ + age + income + origin + sex,56.25255628,0.09833,
route ~ + children + maritalStatus + modelYear + origin + passengers,56.44845707,0.1335,
route ~ + modelYear + origin + passengers + seatBelts,55.03051357,0.12215,
route ~ + age + passengers + seatBelts + sex + travelTime,56.07587609,0.14076,
route ~ + children + modelYear + origin + passengers + seatBelts,56.79483498,0.12675,
route ~ + age + income + sex,54.55892921,0.09236,
route ~ + maritalStatus + modelYear + origin + passengers + travelTime,56.47118522,0.13306,
route ~ + age + maritalStatus + origin + passengers + travelTime,56.05531461,0.14117,
route ~ + modelYear + origin + seatBelts + sex,56.39516195,0.09555,
route ~ + modelYear + passengers,51.6301688,0.11046,
route ~ + age + children + origin + seatBelts + sex,57.64577563,0.11016,
route ~ + children + income + maritalStatus + modelYear + passengers,56.47651236,0.13295,
route ~ + children + maritalStatus + modelYear + seatBelts,56.26497002,0.09809,
route ~ + income + maritalStatus + modelYear + passengers + travelTime,56.49517898,0.13259,
route ~ + modelYear + passengers + seatBelts + sex + travelTime,56.75570177,0.12751,
route ~ + maritalStatus + modelYear + origin + seatBelts + sex,58.05263009,0.10223,
route ~ + children + maritalStatus + modelYear,54.70185984,0.08957,
route ~ + age + passengers + seatBelts + travelTime,54.24662635,0.13744,
route ~ + age + income + origin + seatBelts + sex,58.05041873,0.10227,
route ~ + income + modelYear + passengers + seatBelts + sex,56.75950702,0.12744,
route ~ + age + origin + passengers + travelTime,54.27884069,0.13681,
route ~ + age + income + maritalStatus + origin + seatBelts,58.08391718,0.10162,
route ~ + children + modelYear + origin + passengers + sex,56.8957203,0.12478,
route ~ + children + maritalStatus + modelYear + passengers + travelTime,56.49840892,0.13253,
route ~ + age + passengers + sex + travelTime,54.32865475,0.13584,
route ~ + age + maritalStatus + passengers + sex + travelTime,56.1766312,0.1388,
route ~ + age + maritalStatus + passengers + travelTime,54.29584442,0.13648,
route ~ + income + maritalStatus + modelYear,54.81106045,0.08744,
route ~ + age + income + origin + seatBelts + travelTime,58.10101044,0.10129,
route ~ + age + income + origin + travelTime,56.31610472,0.09709,
route ~ + income + maritalStatus + modelYear + seatBelts,56.3521087,0.09639,
route ~ + age + origin,53.2223377,0.07943,
route ~ + modelYear + origin + seatBelts,54.81448217,0.08738,
route ~ + modelYear + origin + passengers + sex,55.16936094,0.11945,
route ~ + income + modelYear + origin + passengers + seatBelts,56.97109404,0.12331,
route ~ + income + modelYear + passengers + seatBelts,55.10038072,0.12079,
route ~ + modelYear + passengers + seatBelts + travelTime,55.1141149,0.12052,
route ~ + children + modelYear + passengers + seatBelts + travelTime,56.86625988,0.12536,
route ~ + children + income + modelYear + passengers + seatBelts,56.86428131,0.1254,
route ~ + age + income + travelTime,54.61821031,0.0912,
route ~ + age + passengers + travelTime,52.51367073,0.13223,
route ~ + children + income + modelYear + passengers + sex,56.9314802,0.12409,
route ~ + children + modelYear + passengers + sex + travelTime,56.9342712,0.12403,
route ~ + age + income + maritalStatus + origin + sex,58.18246758,0.0997,
route ~ + maritalStatus + modelYear + seatBelts + travelTime,56.37417728,0.09596,
route ~ + children + maritalStatus + modelYear + seatBelts + sex,58.04610443,0.10236,
route ~ + income + modelYear + seatBelts,54.81139884,0.08744,
route ~ + modelYear + origin + passengers + seatBelts + travelTime,57.01023581,0.12255,
route ~ + income + modelYear + passengers,53.49988858,0.113,
route ~ + income + modelYear + passengers + sex,55.19417383,0.11896,
route ~ + children + income + modelYear + passengers,55.22738589,0.11832,
route ~ + children + modelYear + origin + passengers,55.2427541,0.11802,
route ~ + children + modelYear + origin + seatBelts + sex,58.17977469,0.09975,
route ~ + age + income + seatBelts + sex,56.3896813,0.09566,
route ~ + modelYear + passengers + sex + travelTime,55.21435268,0.11857,
route ~ + children + income + modelYear,54.8659027,0.08637,
route ~ + maritalStatus + modelYear + seatBelts + sex + travelTime,58.13164542,0.10069,
route ~ + children + modelYear + origin + seatBelts,56.51238079,0.09327,
route ~ + age + seatBelts + sex,54.90928838,0.08553,
route ~ + children + maritalStatus + modelYear + sex,56.45518028,0.09438,
route ~ + age + origin + seatBelts,54.93899871,0.08495,
route ~ + children + modelYear + passengers + travelTime,55.26029168,0.11768,
route ~ + age + income + maritalStatus + seatBelts,56.43316393,0.09481,
route ~ + income + modelYear + origin + passengers + sex,57.11484331,0.12051,
route ~ + income + maritalStatus + modelYear + seatBelts + sex,58.13201787,0.10068,
route ~ + age + income + seatBelts + travelTime,56.44219694,0.09463,
route ~ + children + modelYear + seatBelts + sex + travelTime,58.21973047,0.09897,
route ~ + income + modelYear + seatBelts + sex,56.4761944,0.09397,
route ~ + income + maritalStatus + modelYear + origin + seatBelts,58.27814425,0.09783,
route ~ + modelYear + seatBelts + sex + travelTime,56.48535444,0.09379,
route ~ + age + origin + sex,54.97170082,0.08431,
route ~ + income + modelYear + passengers + seatBelts + travelTime,57.07938978,0.1212,
route ~ + age + income + origin + sex + travelTime,58.23738475,0.09863,
route ~ + modelYear + origin + passengers + sex + travelTime,57.1491346,0.11984,
route ~ + modelYear + origin + sex,54.92608831,0.0852,
route ~ + modelYear + passengers + travelTime,53.57292024,0.11158,
route ~ + children + maritalStatus + modelYear + origin + seatBelts,58.22942993,0.09878,
route ~ + age + origin + seatBelts + sex,56.70562992,0.0895,
route ~ + age + income + maritalStatus + origin + travelTime,58.26421466,0.0981,
route ~ + income + modelYear + origin + passengers,55.43088697,0.11435,
route ~ + maritalStatus + modelYear + travelTime,54.89998661,0.08571,
route ~ + children + modelYear + origin + sex,56.57792683,0.09199,
route ~ + income + modelYear + sex,54.90691507,0.08558,
route ~ + age + income + maritalStatus + sex,56.50757914,0.09336,
route ~ + children + income + modelYear + seatBelts + sex,58.22713558,0.09883,
route ~ + children + income + modelYear + origin + passengers,57.19144984,0.11902,
route ~ + children + income + modelYear + seatBelts,56.52976272,0.09293,
route ~ + maritalStatus + modelYear + origin,54.90485627,0.08562,
route ~ + modelYear + travelTime,53.33290377,0.07727,
route ~ + modelYear + origin + passengers,53.58033229,0.11144,
route ~ + modelYear + seatBelts + travelTime,54.87302189,0.08624,
route ~ + children + modelYear + seatBelts + travelTime,56.54260999,0.09268,
route ~ + maritalStatus + modelYear + origin + sex,56.61227263,0.09132,
route ~ + income + modelYear + passengers + sex + travelTime,57.17587861,0.11932,
route ~ + income + modelYear + origin + seatBelts + sex,58.37065468,0.09603,
route ~ + children + modelYear + origin,54.91975023,0.08532,
route ~ + children + maritalStatus + modelYear + seatBelts + travelTime,58.25950585,0.0982,
route ~ + maritalStatus + modelYear + origin + seatBelts + travelTime,58.31635504,0.09709,
route ~ + children + income + modelYear + sex,56.58219246,0.09191,
route ~ + income + modelYear + origin + seatBelts,56.71312218,0.08935,
route ~ + children + modelYear + sex + travelTime,56.58877487,0.09178,
route ~ + income + modelYear + passengers + travelTime,55.46041529,0.11377,
route ~ + modelYear + sex + travelTime,54.94429391,0.08485,
route ~ + income + maritalStatus + modelYear + sex,56.60549102,0.09145,
route ~ + children + income + modelYear + passengers + travelTime,57.22087488,0.11844,
route ~ + children + modelYear + origin + passengers + travelTime,57.2347125,0.11817,
route ~ + modelYear + origin + seatBelts + sex + travelTime,58.39316009,0.09559,
route ~ + children + income + maritalStatus + modelYear + seatBelts,58.25997655,0.09819,
route ~ + age + income + seatBelts + sex + travelTime,58.3547605,0.09634,
route ~ + children + modelYear + travelTime,54.92273007,0.08527,
route ~ + age + income + maritalStatus + seatBelts + sex,58.35503228,0.09633,
route ~ + age + income + sex + travelTime,56.54660183,0.0926,
route ~ + maritalStatus + modelYear + sex + travelTime,56.63479183,0.09088,
route ~ + income + modelYear + origin + passengers + travelTime,57.39549985,0.11504,
route ~ + age + origin + seatBelts + sex + travelTime,58.63396566,0.0909,
route ~ + modelYear + origin + passengers + travelTime,55.52595158,0.1125,
route ~ + modelYear + origin,53.35431802,0.07685,
route ~ + children + income + maritalStatus + modelYear,56.65547024,0.09048,
route ~ + age + seatBelts + sex + travelTime,56.84077124,0.08686,
route ~ + income + maritalStatus + modelYear + seatBelts + travelTime,58.35204763,0.09639,
route ~ + income + maritalStatus + modelYear + origin,56.77966973,0.08806,
route ~ + age + income + maritalStatus + travelTime,56.58249485,0.0919,
route ~ + age + income + maritalStatus + seatBelts + travelTime,58.42272463,0.09501,
route ~ + children + income + modelYear + origin + seatBelts,58.48697366,0.09376,
route ~ + children + maritalStatus + modelYear + origin + sex,58.44337358,0.09461,
route ~ + children + maritalStatus + modelYear + origin,56.69844896,0.08964,
route ~ + income + maritalStatus + modelYear + travelTime,56.79754568,0.08771,
route ~ + income + modelYear + origin,55.16748656,0.0805,
route ~ + age + maritalStatus + origin + seatBelts + sex,58.68214385,0.08996,
route ~ + children + maritalStatus + modelYear + sex + travelTime,58.45381778,0.09441,
route ~ + age + seatBelts + travelTime,55.08692257,0.08207,
route ~ + children + modelYear + origin + seatBelts + travelTime,58.51092626,0.09329,
route ~ + children + income + maritalStatus + modelYear + sex,58.44825506,0.09452,
route ~ + income + maritalStatus + modelYear + origin + sex,58.56500239,0.09224,
route ~ + modelYear + origin + seatBelts + travelTime,56.8030058,0.0876,
route ~ + age + income + maritalStatus + sex + travelTime,58.49588063,0.09359,
route ~ + age + sex + travelTime,55.11683766,0.08148,
route ~ + children + maritalStatus + modelYear + travelTime,56.7017475,0.08957,
route ~ + income + modelYear + seatBelts + sex + travelTime,58.4743927,0.09401,
route ~ + income + modelYear + origin + sex,56.85497504,0.08659,
route ~ + age + maritalStatus + sex,55.12027708,0.08142,
route ~ + age + maritalStatus + origin + sex,56.93325945,0.08506,
route ~ + age + maritalStatus,53.35447222,0.07685,
route ~ + children + income + modelYear + origin + sex,58.56649036,0.09221,
route ~ + income + modelYear + seatBelts + travelTime,56.80272294,0.08761,
route ~ + age + origin + sex + travelTime,56.94195351,0.08489,
